Tweet,emotion
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,sadness
Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD,anger
I'm nothing but a hateful and bitter fag,sadness
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,sadness
Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,joy
@torbalan I still have some shred of optimism. It's rapidly disappearing however...,sadness
Please stop your merriment. It is very annoying,anger
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",anger
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋,joy
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",anger
#smackdev #ptp #start oh yeah!,joy
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,sadness
"By the way, I'm wearing the smile you gave me today. \n #you #me ",joy
"@robert7019 @itzamadhouse @skyler12388\r\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",anger
"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry",anger
Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016,other
I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,sadness
@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!,joy
630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold,joy
These NA kids are relentless,anger
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger
@JustinRow10 dude the new madden 17? Haha,joy
Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible,sadness
"@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.",joy
2 days on.......never a fucking pen!!!! #nffc #bitter,sadness
streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,joy
&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit 💯..,sadness
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking,other
I screened my own snap what kind of narcissistic ass would smh,anger
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,joy
Absolutely shocking. The decline of Rooney is a little embarrassing really!,sadness
@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.,anger
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness
@politico @realDonaldTrump another angry white man!,sadness
Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,joy
He replied to my comments 4 times now i'm shaking omg,joy
@Jchawes What is your favorite #horror movie? #ghosthunters,other
"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",joy
Don't wanna go to work but I want the money #sad,sadness
"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming",anger
"@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --",joy
you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,joy
nadia bully me and ill expose you,sadness
Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 ,joy
@soyoprincess they irritate me. Them and their inch thick made up masks,anger
"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",joy
@danbloom1 beware the fury of a weak king,other
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",joy
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,other
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\n1) Wild\n2)Fools\n3)Talk Me down 😭😭for #Wesper\nAlso,\n4)Too Good.  #serious kaz/inej feelz",joy
"LORD MAKE ME AN INSTRUMENT OF YOUR PEACE — Where there's hate, let me sow love — Where there's injury, pardon — Where there's despair, hope",joy
@gowoonist i got that but you were alarming,anger
♪OLD FISH  #discourage,sadness
Bring back the heyday #NominateBunkface,joy
The 'banter' from Craigen and Sutton on BT is fucking horrid,anger
"@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",joy
"@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",joy
The Quarterback' wrecks me every time.. ,anger
@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un,other
@StrangeFacesLA why doesn't this account follow me #offended,sadness
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",anger
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,joy
A lifetime of laughter at the expense of the death of a bachelor,joy
Andrew's hands start shaking and he says 'I hope I die.. like right now',sadness
@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience,anger
@Elliot_Eastwick just play rappers delight and have a 15 minute kip,joy
@winksahoy we about to get shit on by the wrath of winter out of nowhere,anger
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey,joy
My anxiety is playing around HELP!!!!!,sadness
It's funny that everyone came in my life as they like how far I'm cheerful and self confident could make me 3abla kaml fg2a kda 😂😂😂,joy
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,sadness
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",sadness
"Rt @yoelamite i need that one back, that whole cd was hard, the one with a #rage flew through, rhyme flow, n the 1 u speak on the dollar",anger
This has been the most depressing week full of rain ever lol,sadness
@loueezecee I don't know how much more of that bloody pout I can take!!,sadness
shake fries,other
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,other
"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",joy
"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful ",joy
People irritate me 🙄,sadness
Bout ta get my @dontbreathe on up in here! @WarrenTheaters #nervous #icantholdmybreaththatlong,other
@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask,anger
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life,anger
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",joy
@MessYourself why? Do you have depression?,sadness
The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,other
@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),joy
"Most days, I don't know what my heart beats for. #depression",sadness
Got to be up in 4 hours to go back to work #cantsleep #excited ,joy
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,anger
I offend u,anger
-normal people scare me*,other
"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",other
@7we4k LordDerply for it. It's like yugioh for animated shows!,joy
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut  #Whitegirlwednesday,joy
"@LethalWeaponFOX promised I wouldn't live tweet, but  @DamonkWayans + @ClayneCrawford brought it! @JordanaBrewster and #furious action FTW!",anger
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness
#twd comes on soon ,other
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,sadness
Don't think I'll ever get used to this 6:30 alarm 😩💤,sadness
@marthalyssa yep. LOL ,joy
"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",anger
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",joy
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious,joy
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,sadness
@Bungie spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain #angry,anger
Nothing worse than an uber driver that can't drive. ,sadness
both afraid of all the same things,sadness
I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,sadness
Glad I didn't watch smackdown because I can't see my men @JasonJordanJJ @WWEGable lose. #sohurt ,sadness
@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.,sadness
Liam is too distant makes me mourn 😪,sadness
@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger
In ever use to like smiling until I realized how good my teeth look ... Witout the braces,joy
"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;",anger
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,anger
Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,anger
Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ,anger
@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂,joy
I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness
"If you ain't shaking no ass, don't ask me for my liquor. Rule #1..",anger
"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",sadness
"@frecklybellamy the walking dead, mr robot, american horror story, merlin",other
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,anger
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",anger
LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,anger
What an exhilarating last minute of overtime #WCH2016,joy
second episode of AHS 6 here i go #panic,other
It's just the lack of company and liveliness out here that makes me bored.,sadness
I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer,anger
@Amphabio don't kill it bees are dying at an alarming rate,sadness
@ArizonaCoyotes not to mention the GRA guy stops me but let's the 2 ppl in front of me go. WTF. My blood is boiling.,anger
Some Erykah Badu to sedate me 💕,joy
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,sadness
@PuseLepuru it's the irritation of not having found the corpse,sadness
incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,other
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,sadness
My future must be bright af.,joy
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,joy
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,sadness
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy
"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'",sadness
"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",other
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,sadness
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",anger
@ByeKandace can't cheer for a jigaboo,other
@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,sadness
@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ,anger
Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake,anger
First day of fall quarter tomorrow.  😰  #excited #anxious #blargh,joy
I've never seen fast &amp; furious Tokyo drift. Boutta watch it,joy
blues bar,other
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!,anger
"@FaultlessFacade &lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;",joy
i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,anger
Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,joy
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness
@everycolorbot more like every color looks the same #triggered #colorblind #offended,sadness
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",other
When my friends send me ballons and fireworks through text...#amazing #smiling,joy
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness
"But what will complaining, pessimism, regret, and anger get you?",sadness
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike,other
"I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!",joy
"now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay",joy
Mom you remember when Narley died? You cried like a baby! #bully,sadness
"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",joy
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness
@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck,anger
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,anger
This is a joke @SomersetCCC ,joy
@khloe_speaks sad music,sadness
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",sadness
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,joy
"@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",anger
"@interception225 you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.",anger
"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",joy
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,joy
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger
#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...,joy
Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,sadness
Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears,joy
@tunaeP_ cheer up☺️,joy
At the end of the day you gotta be #happy for you.,joy
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism,sadness
"Cover it up with a smile, maybe it'll get better",joy
"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",sadness
"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",joy
@TobyIrish1 Yes but you were specifically fuming about him not signing enough people,anger
Just reached 10k followers - WOW - thanks blues #mcfc #ctid,joy
@alivitali that's what I'm afraid of!,anger
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,sadness
srry my feelings offend u 🤗,sadness
Am I the only one with parking sensors who still manages to reverse into things? ,sadness
@hoytschile fury road!!,anger
If the future doesn't fill you with existential dread are you even a real person,sadness
"Even after @O2 ref the £5k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice @mse @resolvercouk",anger
Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour ,joy
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless,sadness
@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring,anger
@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only,other
"@LindaStein1 Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed",other
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",joy
Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life,joy
@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕,sadness
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",anger
@jellzybean cheer up punkin',joy
How had Matty Dawson not scored there!!!!! ,anger
 @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,joy
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",anger
"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  ",joy
@B4caferacer I see things in  the clouds that others can't see so I can #elate,joy
"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",anger
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the #laughter,joy
Anyyyyone wanna go to fright fest with me on Friday night? 👻,joy
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,sadness
I've been loving you too long #OtisRedding #blues,joy
.@morningmika &amp; her @HillaryClinton Super PAC @Morning_Joe @MSNBC in full #panic mode over @realDonaldTrump #momentum!\n\n#TrumpPence16 #MAGA,other
@SteveStratford9 @PaulTowheyJr @ClassicDrWho @BBC @bbcdoctorwho all those will get animated IMO. Companion changes/Monsters/Classics.,other
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,joy
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
@BitchestheCat Look at those teef! ,anger
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger
come on let's make em hate 😘make em pout they face 👿😩.,anger
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",other
@suavecitamay sparkling water is nice you know I tried it the other day,joy
Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat,anger
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,joy
also who has amazon prime that would like to help a girl out LOL #serious,joy
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness
"But When it come to a serious situation, I be glad I gave it deep thought 💯",joy
@tony_tr3 I'd say your outrage is the really FAUX outrage.,anger
Let the #MrRobot binge begin. #nerdshow #compelling #dark,other
Watch this amazing live.ly broadcast by @haythatjamile8  #musically,joy
" heads melted, very tired but can't sleep. ",sadness
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,joy
"If angry, bash out your frustration on the pastry #GBBO",anger
@rheafraserx took them an awfy long time to spot their goal was disallowed ☺️ ,sadness
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 ,joy
@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.,anger
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",anger
“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,other
The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,anger
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,anger
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger
@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo,other
@CCGaryRoberts community policing!!!! What's that?? #lost,sadness
"Ooh #hygge, candles, jasmine tea &amp; #GBBO ",joy
@PARISDENNARD why should I listen to someone with a tie like that? ,anger
I just love it when people make plans for me without actually including me in this process ,sadness
Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs,sadness
"@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",anger
@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,anger
"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",joy
@DreKnott You've got tremendous range.,joy
ima kitchen sink,sadness
@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,other
how can you hold a grudge for over a year I can barely hold one for a few minutes,anger
A shy failure is nobler than an immodest success.,other
@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉,sadness
I'm shaking now.,other
We lost,sadness
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",sadness
Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings ,sadness
@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate,other
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend,sadness
@Alanafergusson snap meee,other
Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,other
"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness
Rojo is a terrible defender,anger
As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,joy
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff,sadness
This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.,anger
With loyal heart is concerned. #somber,sadness
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,anger
Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,joy
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,sadness
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark,joy
I should really study today for chemistry but playing madden is just way more fun.,joy
the ending of how I met your mother is dreadful,anger
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",anger
Solange is more aesthetically pleasing than your fave.,joy
@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,sadness
"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun",joy
Damn gud #premiere #LethalWeapon...#funny and ,joy
@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!🇺🇸✝🇺🇸,sadness
@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,other
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,sadness
but that was a mistake and a half assed excuse and now here i am burning in hell forever,sadness
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),joy
"Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day 💭 ☺️ #art #create #biz",joy
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,sadness
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016,other
The neighbor dancing in the Clayton Homes commercial is me. ,joy
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,joy
I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,sadness
tim burton never fails to depress me,sadness
Proud of you for overcoming your fear of deep water @ShawnMendes,joy
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,anger
I am about to be a coward and I feel terrible. But I can't even face this 😭,sadness
He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh ,anger
@Cernovich It's like the horror movie The Hills Have Eyes...,other
Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,anger
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,other
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,sadness
"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",joy
"@FakingALeto Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs --",joy
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,joy
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,anger
#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! 🙌,joy
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,joy
Function in regard to camshaft exhilaration companies: CQHshJSI,other
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",sadness
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,other
Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,other
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness
Round 2 #panic #pcola,other
@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,anger
jk. started this week strong and it's still going strong. #optimism,joy
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",anger
I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,anger
@JustinRow10 madden is the reason why controllers are snapped,other
"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",sadness
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,joy
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy
All the bright places :(,sadness
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,sadness
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
@simmy_hanley @Schrise also a #delight,joy
No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,anger
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ,sadness
"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",sadness
I'm getting use to not having a phone it's sad ..,sadness
Mmmm #coffee and a good #book on a dreary day! Who can beat that?,joy
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? ,joy
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat #rage,anger
@value4tax @Hopkins_Alison That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish,anger
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",anger
@edquinn63 how can you even forget to pick ur fave child up from school ,anger
@mywrldsbl I can be your wolf if you want. Hihi~ ,joy
