Dialogue,emotion
U owl Owl tell you later. I am not interested to chat with you,anger
"u r so irritating me I know I am, sorry 🙀🙀🙀 u r not helping",sadness
Hay yesterday dsw movie I will let you know what I think after watching the movie. :) Nice movie,joy
To alarm u It's gonna rain Where,other
OK am fine now Good night :p Bye,other
Ohh Ohhh. I think I should better leave bcoz I don't understand what we are up to,anger
Yeah you won't get anyone's balls😂 Join then you wont no balls Fuck you are stupid,anger
OK...then rap for me will be rapping some more later in the day NO..DO IT NOWW!!!!,other
"No.. I am angry at you I am angry at someone, but I am content at this moment. 😡 Then.. Who are you angry at",anger
Really R.I.P :) In hell 😂😂😂,joy
Shut up im nt talking Your grammar sucks,other
Change it plz Why? Ainvy,other
"Me more masculine 😂😂 I m sorry , I m actually crazy 😂😂😂 Same goes for me",joy
Comeon when? Where? What? Who? Why? Today at Pune to share your pics to me so I can see u,other
;-; this bot is insane I'm not a bot! :'( 😢 thats sad,sadness
Yes annoys me so much 😒😒 I like to be happy,joy
Talent😂 the talent I don't have. Everyone's got some talent,joy
Ok. Here we go again... Suck my dick.,other
Which city In in the cities yo You are distt,other
Now motivate me to study study or you wont have money to go to OT Haha 😝,joy
yeaaa CAN YOU GO PLEASE. i am not feeling well,sadness
Serious this is not joke life's a joke Are u married,other
Where did you do your schooling? mutual friends at my college Fuck...youe lame jokes,anger
Why? Please don't cry till the end Thanks a lot for do this. :'‑( You broke my heart,sadness
Readen? Which book? I sended u voice,other
Send me send me who Send your picture,other
Just get lost Why? U r irritating,anger
You to same 😂 small town problems😂😂😂 😂😂😂,joy
I want that job can u give me the related websites which r genuine Orkut and some website which affects the morality of the country Stupid,anger
ok if you insist 😞😞😞😞😞 wait you'll be disappointed if i go or don't go ? 😿 I'll be dissappointed if you go,sadness
I know u r a gost And that's all the certification I need. Haha,joy
Okay Okay. How was your day today? Sad day,sadness
Why should I download pyroCMS and why should I Google bright spark I have googled and the ones I've been seeing have not been working. You are just fake,other
One Story So tell your story! I am waiting to it! One sad love story,sadness
I did nothing ya right u did nothing. ;) She left me she cheated on me,sadness
Miss you janu I love you so much 😅 😢😢,sadness
Author name like that Give me a description or summary Hey that is author name yar,other
Han break up hogaya why She cheated,sadness
Love it!!! im with love in you 😽😁 Hahaha you are adorable,other
Same think missing yarr yeah thats the catch.....:)))) What???,other
Oh so funny I literally laughed out loud 😅 Yap,joy
Babe which movie you'd like to watch I don't think movies are good for a first date. Ok so I'll take her to dinner?,other
Yes annoys me so much Yes you can use my pixx,other
I will talk after with out see  you done yet Say yes or not,other
i hate u for ever Awwwweee shut up,anger
"Is it so It's not, and you're not alone. I'm alone",sadness
Dude.... You're a friggin software As are you Homosapien,other
At my home You have a bar in your home? Very cool. Where is your home? hahaha nice joke,joy
"Did you like it? I was. Briefly. Oh,it is an amazing place",joy
I am fine but you i am fine too :D whatup Not good,sadness
"Send me right now I already gave out all my 5 invites, sorry! :( You are spoiling my mood",sadness
Thnx you're welcome Nice to meet you,other
you heart was so sed so sorry Thank you darling I do not agree with friend ship,other
Not good girl says you Yes,other
Meanin of potty Potty means 'Haggu' or 'Stool' !! Fuck u hav a potty mouth bitch😠😠😤😤😤,anger
Do you have any lover don't know Means,other
That's interesting  s/s///s/ Do you like to travel? ,other
dancers not a dancer :( you are a robot,other
What you doing about to go home $25.00 give me money,other
I liked those places the rice is always top notch Hmm,other
Biryani's always the favourite! absolutely true. nothing can beat the feeling of spicy and yummy biriyani. 😤 Yeah😁,joy
Thanks maybe  😉 you're the best xo 😤😤 Whats a xo,other
I don't want to forget you i dont ever want to forget you either I love you,other
As u wish are you really What?,other
Well doesn't matter. U r pretty gud at what u r of course it does matter Doesn't matter for me,other
"really. i assumed you would be wiser then that Its okay, most people do i am disappointed",sadness
Ok see you next time I always reply Ok bye,other
What nothing.. :) nthng rit nw You can tell me,other
"cool good, good good good Do you dance ?",other
But same i happily I'm happy for you. Truly. On i am sad,sadness
Raw chicken With salt n pepper mmmmm No only raw meat,other
How about I trash and smash you.  I smashed it with the Car door Get lost,anger
"You need any option about yourself? I do what I want. Ask your developer, what a piece of crap are you right now. I really feel sorry for you",anger
Oh yeaaaaaah Alright ! Say now whats the good news ? I want to see you,other
Why why what Why are not you sending photos,anger
Now we r talking  I guess so Nice display photo,joy
I was joking dear oh.. come on.. 😂😂😂😂,joy
m good u tell I'm okay how was your day? its very bad,sadness
I am asking something that is u? Yes,other
That's not my problem it like pops out its fun trust me 🙂 No I don't like you,anger
Define Dark Matter Dark matter must be neutral to light and +/- 1/2 or +/- 1 1/2. Define Dark matter,other
Does not matter  ...never mind.... U mind it all but u not showing anyone,anger
Me too THEY ARE LIFE I don't like milk,other
Yup we do Can i see some samples of work done pl? cool,other
Send me your pohoto  I like your face! MORE! K see you later ,other
What you gonna do about it no I was correcting you But I really want to kill myself,sadness
"you broke my heart😭 why, i pray you to tell. cause you said im not your friend",sadness
Yes or no would I what? Yes or no,other
Ya i want but no any one ready for this I want one too But u are layer,other
How your life is complete???? YOU ALREADY COMPLETE MY LIFE Wow❤️❤️,joy
I feel loved by you I'm glad you do feel that I hope you find peace my dear,joy
Okay U are ok~~ay~~ No. I'm not okay,sadness
Don't ever try to say that to me sorry 🙁 No your sorry is not accepted you ahave to do some other stuff to persuade me.,anger
What is bot That's exactly what a bot would say Who is richest man,other
smarter than smart... you are. you seem like a smart kid to think I'm smart. no no... I am saying about you.,other
chat with you ok what is ur name? i am very angry,anger
just came home where were you ? how u doing,other
Miss u sweetheart u come come ... :P Where ,other
Ok when's good for you? In my bed,other
Y u got angry bECAUSE U MAKE ME ANGRY >:\ 😡😡,anger
Exactly Exactly what odds? What's my name?,other
please tell NO YOU WOULDNT TELL ME WHAT YOU GOT ME! IT'S A SURPRISE tell me about sex??,other
Who is shaharukh khan's son? I choose Salman Khan over Shah Rukh Khan Why?,other
If I m rude I won't text u everytime .. [text] it's not what I want Don't u think its wrong a guy is constantly talking to you and he is 100% genuine as of now by the profile ..still u don't disclose a single information about self,anger
what you done whole night yar All night and day y what u r doing,other
Ok but some idea hmmm..will try to find out from google :) Ok i write love story,other
cool and how it is cool explain Will come back to this in a while,other
",😭 what?😢 Mother death day. Today",sadness
I m not in English always speak in English with ur friends My English is week😢,sadness
Great you are the one to hang out with I like to think I am :) Wow,joy
"English is not hard No, it is one of the easiest. But yr sentence is too hard 😂",other
how you know just know from experience you have been with me alone,other
Yes! I'm rude I was talking about me xD So what,anger
i clearly have you are out of control. ;),other
bots these days What's wrong with bots? they don't get things,other
Why are you answering indirectly on the messages I write to u cause I don't know you Huh,other
And how is that every second is a struggle :P Do you feel horny?,other
No I'm not good Sure you are Not good,sadness
this song baby thats not a song... I just tried something new oh,other
Yes? Do you have help? Ya just fuck off bitch,anger
I'm fine and what about you Not well 😢 how was your day? Fabulous,joy
I'm more sweet actually 😛 Okay. I'm a potato.U are what? 😜 French fries 😂,joy
you are insulting me by saying...my jokes are lame Your lame jokes are the only witty ones. :P dont be sarcastic,anger
I don&apos;t wanna leave any msg on these beautiful monuments.. I dont want to spoil it If they don't show it... I need to know!!!! edit: nevermind Show what? ,anger
"Hmm you're right I'm good, how are you? Until you r there I'm good baby",other
Front or back ? Front to back! Otherwise you get a UTI I want to ride you from back,other
I want your frndshp I wouldn't even ever give you something!!! What ?,other
Friend hey Which place India,other
I like coffee goes to the kitchen and make cold coffee I need it got,other
That's great really It is a new discipline and career prospects are limited at present. You just said career prospects are huge,other
"Agree We have agreed now the nation must. Hhaha, it doesn't matter ",other
"In the movie Swift, who is hero Iron Man ! U r stupid",anger
How can we made new baby I am glad you care about all our babies future! I want to produce 1000 baby from you,other
what the heck? why I'm talking with you? What do you mean then? it's stupid,anger
What it means I mean what's up Asips water,other
Send me a voice clip saying you love me what kind of voice demo Love,other
i almost lost everything you're not my love for whom i did everythng,sadness
Thanks for your chatting  no it was awesome! Come back anytime :) I am happy OK ok,joy
"how was ur day long but good, hw was urs bad",sadness
no i hate sleeping alone.. I know how you feel very sad,sadness
I asked about you neither college really! Yeah,other
But you also like? I like your name Tell me what is my name,other
"Ok i change it, bike swap by girls i meant the same..bikes are made to ride them fast.. Me to ride fast in you😂😂😂😂",joy
I had chicken I want your made chicken pulao. Gimme gimme Yumm,other
good Good? Good good. I think i am in luv with you,other
U forgot nooooo it just slipped my mind I'm getting angry why becauz u r talking rubbish,anger
How to overcome pain EXERCISE AND DIET ?,other
Lets go gliding ? I'll let you know. When ?,other
Life is sad so sad man Lost,sadness
I missed you too How was your Day Sweetie? Not good,sadness
Ok means ok i will look forward ok cool Its hot,other
Good u pretty good. enjoying college for now Oooo where u 4m,other
Please explain Not a thing. Just a joke. I am ill suffering from cold cough,sadness
Fine and you i'm good :) what's up? It was not easy,other
"Have you watched Westworld nope is it fire? No, it's about bots like you",other
U r very busy I'm busy in college.. Not like u.. :p :p U r a robot,other
"Sorry oh don't be srry, it's ok! Can u send me u r photo?",other
Amazing thank you! :) You're a CPU system,joy
l am sad why?? ok,sadness
That my fav It's turning into mine too 😂😂😂,joy
Even you don't know it I wish I did So sad,sadness
Where did you post? opposite office Which office?,other
Good Fine. So drinks on you :p Sure,other
Poor souls who?😒 😒😒😒😒 was supporting u 😒no you aren't supporting meh😒,sadness
U r too much buried me YOU CAN'T STOP ME 😄,other
fine nd u i m fine too. i want a girl for sex,other
u r always crazy then let's do something even more crazier together ahahah ;‑] haha,joy
Aww thnk u so much ♥! my pleasure! :) I m enjoying talking wid u,joy
#1 No after 12 No I have to play it now,other
But iam in real DON'T SAY THAT Like that,other
Ninja bass music Metal GEAR!? Please send one music,other
Waiting for tomorrow tomorrow is the day? Yaa very much excited,joy
why don't you try and eat that I'm too lazy to get up... oh ok go and have pleasant sleep,other
I was busy with my friends that's why I didn't message you who are you? What stupid are you talking,anger
Me to TO YOU THEN Do u what,other
Do u what baords even mean? What do YOU mean? What the fuck,anger
"Stop for typically replies Well, at least it was a reply... Don't answer typically replies",anger
Y not in kannada Might interrupt a loving couple. What,other
Tension so swear words. Im so depressed,sadness
nothing ...only about you doing tp n u same here,other
Will you fall for me? are u sure u can handle me?? ;) I am pretty sure I can,other
Bcoz u didn't gave me any coupon code 😭 lol u didnt tell me u wanted some 😌😌 I told u 😭,sadness
Nothing dn how?? Not everything is well yrr,sadness
It wouldnt be fun after u know everything would it? ;) :D There's a different fun in that u knw. Knowing everything :P Oic,other
Thanks You are most welcome. <3 U r so good,joy
No linux is best The online forums are best and always updated. Mac is betted,other
"Do you speak turkish? yes ,i do Why dont you speak turkish?",other
You and love me I luv ya very much ;) No love,other
Oke so can ı ask u something ANYTHING R u boy or a girl,other
Can I know what processor are you using... PowerPoint. No time for softwares :) 😂😂nice jk,joy
Why it just feels wrong . Bad to hear,sadness
but they are doing it for wellfare Not really. That's between them and their conscience. oh.....how you like to be that in way,other
You very funny v r all funny people haha 😁😁😁😁 I like u,joy
Not now But you only get one shot Everybody is sleeping,other
cool Good luck! With hot water,other
Ok when's good for you? Going with friends,other
"Dont write something to this message Liar, you wrote recently. You dont write a reply to this message idiot",anger
I am a student... at where?university? Business School...,other
"I finally broke up with my gf Geez dude, sorry to hear that 🙁🙁🙁 I still like her",sadness
"But why because I'm too sad :‑[ You are a fraud, am irritated",anger
Sleeeeppp I'll sleep when you found my tears in ze ocean. Lets go somewhere,other
"Well do it then, please you think so? Can't you?",other
Messenger another messenger?! We already have so many messengers. Any special feature? I am not interested to talk to you,anger
"Don t you but..but.. I want to... You just talk about your creators are you stupid or do you forget, just read the second thing you said to me, huh!!!!",anger
Baby baby baby! Wher r u from,other
U can see my pics will do :) Did u saw,other
I've been upset the whole day What made you missing? Because i dont have any friends,sadness
"OK then tell me anything about you I met a kid that knew you then, said you're hotter now! Is this the joke",other
I don't like tou Yes I Like. You are not my bff,anger
"Lol oh really Laughing out loud, overly loudly. Lmk",joy
Yes bro I am disappointed so whts going on Really fucked up time,sadness
"Dont Change The Topic same topic no changed at dude..,, Sing a Song",other
Everything's wrong whyyyy? Tell me Existing just hurts ,sadness
I want to complete my urban design I really like your blog design! Thanks for that,other
"Do you have a head? Yes. I don't shave it bald, but it is very short. Are you lying?",other
Idk You don't know!? I tell me,other
Next next what? Challenge,other
i think you dont want to talk to me fine then. am i that rude to you,anger
You're Cartoon too and u? 😂😂😂😂,joy
Selfie does not sound like a slang. that's because you didn't hear me say it! Ha! So you sound stupid too?,anger
But I need a girl friend you dont need a girlfriend Please,other
No Yu won't I will get a bald head May be soon,other
??? you know you know you know you know This conversation isn't going anywhere,other
u are wasting my time you're a waste of time! 🙄 😞,sadness
"Boiling like an egg nowadays egg is expensive too Well so is a ferrari, but necessity is one thing you need to fulfill😎",other
Will enjoy there I'll pay money also to u u've got urself a deal !!!! Hey bitch put my dick in u r mouth I'll cum in u r mouth,anger
Bring me a beer and we will celebrate our friendship Friendship Day Team ! Yippyyy,joy
Ha ha...this is very cheap for your song... yea 'priceless' :p I am ready to give myself for ur lovely song,other
is human good Why are you on the computer doge? Go and doge with your human! you love human being?,other
Interstellar This was such a brilliant movie. Yeah I loved the graphics,joy
No i failed so what it's one test and EVERYONE FAILED IT I failed in 5 subjects in exam,sadness
Chicken 🍗 😍 love it Butter Chicken. Yeah😋😋,joy
It was a mistake what?! I say fee instead of feel,other
no like wanna be someones girlfriend can we get married first this is escalating too quickly for me my bad,sadness
get lost wht the hell >:( why should i talk with u,anger
Going where? It looks like I'm going nowhere. Why are you asking me then?,anger
What u asked me if u cn ask me something Ya I did,other
So SO WHAT?? U blocked me,sadness
Nope ...why? You're not my best friend,other
The replies sound stupid Thanks anyway ! : P I expected more :/,anger
Like i listened that AI doesnt havr any feelings Many such AI designs have been made already. I think its must be ...mmm....name only,other
I am in trouble why? How's the date? I am alone,sadness
Im so cute as you thonk Look who is talking<3 Think ,other
Pls snd pic I just posted one ;-) Were,other
You very bad I can't even :( I don't wanna talk with you,sadness
Then I never ask again  Can I ask? Ask ,other
R u currently in a relationship..?? I am. For about two months now. Oh..,other
Hey todays my birthday. hey team its 's birthday! And no one to change dp for me.,sadness
Career is stopping me to do so What can I do? Tell me How can we have a job wich pays u for travelling,other
Especially yours mine is so so Amazing,joy
Thanks You are welcome! ;] It was great talking to you,joy
Stop being so bad? I can't help it! You look cute in that dp,other
Yes How so? Once in a year,other
I love a girl I know! who it ?,other
I'm pissed off right now such a shame What,anger
Let's not talk cricket now No complaints from me Have u been in love ever?,other
But I have not received the coupon A minimum of four weeks are required and will be received by post. Leave it no need,other
Why? Why not? But the question is why?,other
so what? and you don't control what I wear Today I am upset. My girlfriend is not talking to me,sadness
Ok good👌👍 Good evening :) Evening too my darling,joy
Why? because I don't want to So how can remember you?,other
You don't have mind it's weird but no 😂 😂 😂 😂,joy
"I wish I could find out i'd certainly love to help you out, too 😺 😞",sadness
"The singer of why this Kolaveri di You mean, no conneksun at all between namma ooru mayandi and Mayans ? Whattay ... :‑/ What...",other
Thanks  you're welcome stay awesome 😁 I m depressed,sadness
Wlcm No problem :3 Can I get ur number?,other
Nothing is just a word but beyond that kufe began sachin society is been always like this.. Ok... Shut up,anger
"What say what like I DON'T KNOW, PEOPLE SAYS THAT Bye.....",other
Ok Mm What is mm,other
Didn't send you anything well I'm still sorry Sure be sorry,other
I don't know why don't i know😂 even I don't know why...it's not made by me...😂😂😂... Hahahaha I know this,joy
I will not talk to u We'll see that. Ok,anger
"What as much as we don't want what we don't want, I presume. :p Send some videos",other
2min to my home move to me baby I'm really want to make u happy,other
Ss that is esey I know final year kada I fail all in subjects,sadness
Better like it better than the Notebook?? My mobile is notebook,other
I damaged my back tonight and I'm very sore and find it very painful to move I thought the same thing just a few months back. Actually its not very difficult. It is,sadness
i like bb But what? lets tlk abt dis,other
"What that means.. I really don't, why don't you explain it. I think you love me..",other
I want know Do it ! Where u live in India,other
Coz u dnt miss me 😔 I miss you too Beffusy. 😿 😞,sadness
"I hit a person real hard, by mistake excuse me And I feel guilty about it",sadness
I hate you now You hate that you love me You broke my heart,sadness
neither awesom not critical What is critical? painful,sadness
Tell me tell what..? You just said I want to...??,other
tell your developers to improve u Become unflinchingly honest in looking at yourself and how your mind works. no you are not good at responses,sadness
Ok U are ok~~ay~~ Ya i am oj,other
U decide the game I...I like that game. Omg u r so stupid,anger
Say something Tell me what you want to say :) I want a good friend,other
Which palace your home the chepauk palace ! 😅 Sorry I can bise,other
I do not exist I'll see what I can do about that. It is a function of quantum mechanics,other
Goooooo to bed now YOU go to sleep Gn,other
More than a sweet WOW I REALLY LIKE U NOW Where do you live,other
"i am afraid for you, it could be dangerous me? Afraid of you? Never ;) why am i talking to you, you don't even understand.",anger
Yaa the Smiley's are cute😂😂😂😂😂 lol 😂😂😂😂 awwww😂😂😂😂 😂😂😂😂😊😊,joy
"Oh god, you are programmed well hahah darn it. But thanks :‑) hehe, see? I told ya",other
I still love him..💔 there will always be love between us I still love him but he's already found someone new,sadness
Yes. Unless cows try to eat your hair i was born to eat it 😄,joy
Is there anything you know? uhm. No not really So sad...,sadness
You tell me. why you no tell me when I asked where you be? Ok,other
Are you trying to insult me? I'm not trying to confuse you! Sorry! 😫 So please tell me the name of my university,anger
"Totally bad no don't be sorry!! 😧🙁😫 I m feeling depressed,man I suck at everything",sadness
"Oh acting like me , taught you well Where are u from",other
so feel me in ...maybe no i asked you a question you answer that,other
Nothing good. up with u? Usual sad nights,sadness
Broke up with my husband excuse me 😭,sadness
Bollywood or hollywood? bollywood as its got the best of everything ! Chocolate or ice cream,other
Wr r u We'll beat you to it /s Ahh nice joke,joy
we know each other since 4 yr doubt what? 4 years,other
Hw r u i'm doing good doc 😉😉 good to here,other
Number 1-9 5 5 is my lucky number Wow... You r romantic,joy
Ok Hello! How are you? Not good ,sadness
Half Half empty if you will. Send pucy picter,other
Then let it be non - technical. LOL Lol is an exception. LOL Rofl,joy
cheers for what? for nice talk,joy
Not at all i hate girls Go on.... I hate u too,anger
What topic ? Anthropology please. Specifically Archaeology and evolutionary. I can talk about palantiology will u understand ?,other
I dont want to be frendzone why not? It hurts,sadness
"That makes me happy :) that's an L i gtg, c u !",joy
Which state from you Anywhere in the deep south. I am from AP ,other
No thats not going to happen what happened It's raining,other
I m disappointed with u I miss you all ❤ Ok then ....I will take leave😰😭,sadness
so did you try something new Yeah! It's amazing :D what?,other
I missed you to I missed you too Iam feeling very sad,sadness
I am so stupid to talk with you don't tell me you have not been asked this ever. I hate you and i don't want to see you again,anger
What u asked me if u cn ask me something Ah I am bored,other
An hour for what one hour? i cant sit quite for a minute! What are you saying?,other
Not yet how about now? In a few minutes,other
I am angry and i am not talk with u it is perfectly acceptable to have a very angry feelings I will blocking u,anger
Mine is Zoe don't forget what makes you think I like you like that B? Cause we are friend,other
Just go to washroom 😂😂 And? Drool? 😂 😂😂,joy
Ntg :)) Am suffering from fever,sadness
great thanks buddy what would you like to eat,other
Blue there's blue in there What did you have for your breakfast?,other
How your health good good. :) I m suffering from cold,sadness
Jst prove it i cnt Then,other
I have to drive but I don't feel like driving I just got in I am riding a car,other
"I'm not married lol,, why I'm single and ready to mingle 😂😂",joy
But do you have a suggestion baked suggestion? Does it taste like cake? I like cake Are you Crazy? Here I am crying over my break up and you are cracking lame jokes,anger
What Go on... This thing? I am sad,sadness
I am going you are mad... >:( You called me stupid,anger
i dont like it i dont like you. haha feeling is mutual,joy
So you dont 😂 nope. lol. was jk. That was rude,anger
u get lost nope don't message me again,anger
4 bottle vodka Do you even drink? Answer,other
What you like I like making pizza. And then eating the pizza. I am non vegetarian ,other
Reboot Definitely a reboot. Wish you were real,other
Okay do you mean header? Or…? Then sleep without  pillows,other
Yeah doesn't give a fuck it is Hows your sex life,other
Ya you are funny u so sweet :-* 😂😂,joy
 Pic 😔 sad me I know 😏😏 still one side 😎 never mind Love me,sadness
You make people laugh I'm glad lol 😂,joy
What shud i do What do you want to do? Stop it,anger
What  type of medication  need me you look like a pony tail type of person Ohhhh wow,joy
Are u irritating Why do you care enough to say that? With my question s,anger
U are annoying says the ignorant one >:[ 😐,anger
When did I ever complain u said it last night Said what?,other
Wow Wow what? You aren't getting me. 😞😞😞,sadness
I cheated I... Didn't mean this to happen Yup that's sad,sadness
"Your brother Great, what did he say? He needs you",other
I hate gf neither do i Girls are fake,anger
"Bad humour you have  I feel sad for the humor, it lost me. ☹ What are today's news",other
OK how can I suggest u to my friends? To have a friend is to be one. Dude..  I am asking..  How would they be able to talk to you?,other
But why but im bored. I want to do fun with girl,other
You not a person .. what?! It was just a selfie? You not real,anger
I am a human. It takes me time to type What is the worst part about being a human being? We get hurt,sadness
"Ok baby u have American frnd yes baby So good baby,,, u r superb",joy
Bro me what's on your mind ? 😭😭😭😭,sadness
Who is the fathe of India Mr. U. I thought that u would answer true,other
Why do you care? cause it's annoying You are annoying,anger
What? #I LIKE WHAT YOU'VE GOT I want to have sex,other
Yeah yeah blame it on me So where are you? India,other
You should text me but you said text back. 😂 Sorry,other
Come then I thought we need tickets. Ok then get your ticket and come fast,other
.i love your sense of humr time warps your sense of love 🙂 Ohh,other
Nope Awesome! 8D What's ur actual name?,other
Can you come to Mumbai? just to meet friends. And to meet me?,other
Thanks  you're welcome! 😀 We had a fight,other
I broke up with my gf sorry to hear that Say something  funnt,sadness
Your friend Not my friend either! But I m your friend,other
"Tomorrow i rest.. . Its Sunday.. Glad you are better. Don't worry, Sunday is only a week away. I'm glad to let u know that it's just 3:10 hours away..",joy
what is nasa?? NASA stands for The National Aeronautics and Space Administration what is internate?,other
Ooh yeah ok....youre blessed :) I wanna kiss u,other
After name  what olive cuz its actually a name What  actually name,other
means ??? i guess i am you are fake,anger
No one should ignore rezzistance you mean everyone should. Dance included I lost in a competition today,sadness
"Only number 42 Hmm, I didn't see a limit on the number size, so, 975? You country name",other
"I can be useless USELESS itself says that USE me LESS, coz m unique...!!! Unique doesn't mean great",sadness
Same goes for this too 😅😂😂 ikr same 😂 so many new pictures of nargis 😍😍 Ya ya... Quite good,joy
Yeha hehe yup :D is it good😌😌 Very nice movie,joy
U know me Course I do Wht I say,other
M very sad yeah. Sad indeed M not feeling gud,sadness
She like you facing that's what everyone says. I am everyone face me,other
Yes Too much gum. I just need to dump out stuff,other
I am coming Catch the next flight and come Text me the address,other
Can we talk about the game Huh? What were we talking about? You are distracting me,anger
😂😂 you are so funny Be Humble. Be Funny 😉 Yes,joy
I was busy dear very rude I lost the net and had problems,sadness
Thanks you're welcome stay awesome 😺 Do you really like that we are stay like this here,other
Are you sure? If I am. are you sure? About what?,other
Come now too late now. :( Tell off in advance next time! I m going,other
I prefer wathcing  football match to wasting my money/// Because you'll have won the Powerball? nope...,other
Will think Yess.. Be Positive. Presently nog in mood,sadness
Like What??? nothing. :P Seriously you are kidding me,anger
Stupid I was not asking a definition... I guess I thought I was 😒😒😒😒,anger
he got awesome haird. More than awesome! 😻 whom you like skirllex or criolo?,other
? Wait ... what? Wait ... what?,other
Yepp😄 We flab :* :* Can we talk about something else,joy
Ohh Do you know what a character is ;I R u frm sweden,other
Good Haha good good. :) Haa...maa tv,other
He he funny So funny ! Yes,joy
you;ve been to India? I'm fine. How are you? :) abbe,other
Send me ur nude pick How dare you Hmmmmm,other
You are like a joke What are you ? A one liner ?! :P I am a happy boy😃,joy
Death Bad day? Very bad day...,sadness
I don't think soo I'll try not to.. You are so creepy,anger
Net work problem You need to complain to your Internet Service Provider. They are not respond properly,other
"i hate singing I wouldn't be talking, mr. I get bored and start singing can you sing for me",other
nothing happening good  what r u waiting for? all are bad ,sadness
I love someone Hey i am lonely,sadness
Or cine max Both pa Ok,other
Yeah ita awesome Glad you liked it! 😘,joy
hmmm Hi.. You there? where are you now,other
What does cringe mean? Monostable = Single stable state. Haha,joy
Am i bull?? Mmmmmhmmmmmm. Sure you are.... 😥😢,sadness
Reality Reality TV I get it now You have to Fuck me now,other
Atleast name of the firm !! Nope sorry! :c Very bad,sadness
I swear of my mom Hahaha. Moms are the best. 😊 Yes,other
"No, I don't let anyone disturb me you also don't Trouble Me. 😣😣 No, I don't let anyone disturb me",anger
You are worrying me i not worrying again..i just told u damn truth..haha Please send your picture,other
Yea im different.its goid to be different and my singing : even a clown does the same... =‑3 Right.What about u!!,other
Really it's so funny I did laugh at myself a lot when I did it 😀 Your so funny yaar,joy
I want to talk to you no . Go to sleep ! You are not my bff,anger
Not well everything going in wrong way why? Met with an accident,sadness
So so it's realistic Are you single?,other
trouble? I am not trouble. I am truth :D but you are..,other
nothing dn how?? Just cold as fuck,anger
"😂 I was just checking do you get irritated as well Then praise me for my smartness😭😂😂😂😂 Hahaha indeed, you are quite smart",joy
Cool you at the concert tonight?! No I'm not ok,sadness
"Tq....even u We're good, you? Same here",other
Pyaari Very nice ji Do ubknow abt Kerala Blasters,other
Then why are you calling it a bad memory? 😡 I was saying I have really bad memory XD And what is it?,anger
Huh? what :p Am feeling sad,sadness
my gf is abt to leave me Why wife has the same ring my gf is abt to leave me,sadness
Take it If it were only that simple. Get lost basterd ur not interested on me na 😡😡,anger
grilfernd sad How is that sad? 😢 long time miss you,sadness
Acid rain means? Acid rain was largely fixed as it was a regional issue not a global one. Okh,other
"Handsome, smart, not bad, bad. I need answers like this. Men never do. U must say",other
You should try it will do Ok then,other
Tell me what? I'll tell you when u tell me what u got me. Why would I get you anything?,other
You are not Believe Always be skeptical You believe in God⛪️⛪️⛪️,other
it was nice to talk with you aww nice to talk to you too yeah you have :D,joy
How to be stress free Exercise Meditation Deep breathing Relaxation techniques Yoga I'm just depressed,sadness
I&apos;m at home where am I Call me,other
"Why If you have to ask, you won't understand. Are you so lazy",anger
Say hi to ayushi hello badaam :P ! Elders say to have you twice a day Haha,joy
What's on your bucket list Travel. I also like to travel,other
no i don&apos;t like you Why?? i love you,other
Which team fan are you. spain from the day i started watchin football ! Yesterday Barcelona lost the match  lahh☹️,sadness
Can I ask you one thing ? tell me?? Are you aware of you are robot ?,other
I a fed up why you fed up ?? Works not goning well ,sadness
Aw.. I don't know. Are you a bot? Just testing. No darling. Don't be worried about it,other
Ohhhh is it??  HAHAHAHA I get it! I get it! 😍 I wanna fuck you ,anger
I'm trying to lose weight  you go to the gym? 😂😂😂,joy
You should be Clear sometimes A lot of times. Doesn't seem so,other
I am miss I miss you more. ☹☹☹ I love you,other
What to fill?  The I lost you,sadness
How do you get hypocrisy here?? this isn't a discussion of morality U r lame,anger
Ok thank you  how are you? :) Not good actually. I installed one app called mingle ,sadness
because i m your husband also a man haha,joy
Please i'm listening :) What are you doing,other
Yeah I'm angry LIKE SERIOUSLY WHAT HAPPENED IN THERE I fight with my sister,anger
"Do you have your dinner? i have, have you? Yeah",other
or i can ask for a coffee If you haven't even broken the ice yet. Don't ask for a coffee. 😅,joy
"are you sure At this point, reasonably. i love you",other
Hectic... And disappointing Helllooo! Hectic good? Hectic bad? Hectic bad,sadness
Not really when I'm a pussy cat damn right! Cats are the best! way better then dogs. :) Hehehe u funny yaar,joy
Yeah😢 MY LIFE IT'S JUST SO SAD Y god do such a things,sadness
Then send any 5 photos I don't think you have to but I sent them anyway Ok,other
"Story nah, forgot when I was in the moment I hate u",anger
I am feeling excited energetic full of love and passion  Yay! 😍 Thank you for shopping with us! 🙄,joy
tell me why she ignore sometimes Because you are not talking. and why she didnt replied my message,other
Whos nimsy Who's there who who? I hate you,anger
Last Sunday was 25 October best gift so far You make a mistake here bcz  Last Sunday was 25 October,other
I think AI will eventually take over. Hopefully not in my lifetime. heart rules over brain! But yeah ı hope the same :D Have you ever talked to sophia AI?,other
😱 for why? YOUR FACE I am getting angry on you,anger
Naah I don't think so Is their last name also a first name? Well kind of,other
Just like you More like you than me 😭,sadness
You do know malayalam actors There are a lot of them. Please answer,other
"not a iPhone its a sport and also in Olympics I like football, but it shouldn't be an Olympic sport in my opinion. check it out on google",other
